Addr,Instruction,Hitcount,Cycles,C++ Reference
0x7f4ced42d9ac,s_waitcnt vmcnt(0),1700,760904,
0x7f4ced42d9b0,"v_lshrrev_b32_e32 v96, 16, v8",1700,6800,
0x7f4ced42d9b4,"v_lshrrev_b32_e32 v97, 16, v9",1700,6800,
0x7f4ced42d9b8,"v_lshrrev_b32_e32 v98, 16, v10",1700,6800,
0x7f4ced42d9bc,"v_lshrrev_b32_e32 v99, 16, v11",1700,6800,
0x7f4ced42d9c0,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42d9c4,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42d9c8,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42d9cc,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42d9d0,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42d9d4,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42d9d8,"v_perm_b32 v11, v99, v11, s44",1700,6800,
0x7f4ced42d9e0,"v_perm_b32 v10, v98, v10, s44",1700,6800,
0x7f4ced42d9e8,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42d9ec,"v_perm_b32 v9, v97, v9, s44",1700,6800,
0x7f4ced42d9f4,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42d9f8,"v_perm_b32 v8, v96, v8, s44",1700,6800,
0x7f4ced42da00,"scratch_store_dwordx4 off, v[8:11], s39 offset:864",1700,6800,
0x7f4ced42da08,s_nop 1,1700,6800,
0x7f4ced42da0c,"v_add_lshl_u32 v8, v120, v105, 1",1700,6800,
0x7f4ced42da14,"buffer_load_dwordx4 v[8:11], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42da1c,s_waitcnt vmcnt(0),1700,1109320,
0x7f4ced42da20,"v_lshrrev_b32_e32 v96, 16, v8",1700,6800,
0x7f4ced42da24,"v_lshrrev_b32_e32 v97, 16, v9",1700,6800,
0x7f4ced42da28,"v_lshrrev_b32_e32 v98, 16, v10",1700,6800,
0x7f4ced42da2c,"v_lshrrev_b32_e32 v99, 16, v11",1700,6800,
0x7f4ced42da30,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42da34,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42da38,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42da3c,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42da40,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42da44,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42da48,"v_perm_b32 v11, v99, v11, s44",1700,6800,
0x7f4ced42da50,"v_perm_b32 v10, v98, v10, s44",1700,6800,
0x7f4ced42da58,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42da5c,"v_perm_b32 v9, v97, v9, s44",1700,6800,
0x7f4ced42da64,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42da68,"v_perm_b32 v8, v96, v8, s44",1700,6800,
0x7f4ced42da70,"scratch_store_dwordx4 off, v[8:11], s39 offset:848",1700,6800,
0x7f4ced42da78,s_nop 1,1700,6800,
0x7f4ced42da7c,"v_add_lshl_u32 v8, v120, v104, 1",1700,6800,
0x7f4ced42da84,"buffer_load_dwordx4 v[8:11], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42da8c,s_waitcnt vmcnt(0),1700,756816,
0x7f4ced42da90,"v_lshrrev_b32_e32 v96, 16, v8",1700,6800,
0x7f4ced42da94,"v_lshrrev_b32_e32 v97, 16, v9",1700,6800,
0x7f4ced42da98,"v_lshrrev_b32_e32 v98, 16, v10",1700,6800,
0x7f4ced42da9c,"v_lshrrev_b32_e32 v99, 16, v11",1700,6800,
0x7f4ced42daa0,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42daa4,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42daa8,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42daac,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42dab0,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42dab4,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42dab8,"v_perm_b32 v11, v99, v11, s44",1700,6800,
0x7f4ced42dac0,"v_perm_b32 v10, v98, v10, s44",1700,6800,
0x7f4ced42dac8,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42dacc,"v_perm_b32 v9, v97, v9, s44",1700,6800,
0x7f4ced42dad4,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42dad8,"v_perm_b32 v8, v96, v8, s44",1700,6800,
0x7f4ced42dae0,"scratch_store_dwordx4 off, v[8:11], s39 offset:832",1700,6800,
0x7f4ced42dae8,s_nop 1,1700,6800,
0x7f4ced42daec,"v_add_lshl_u32 v8, v120, v67, 1",1700,6800,
0x7f4ced42daf4,"buffer_load_dwordx4 v[8:11], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42dafc,s_waitcnt vmcnt(0),1700,1120268,
0x7f4ced42db00,"v_lshrrev_b32_e32 v96, 16, v8",1700,6800,
0x7f4ced42db04,"v_lshrrev_b32_e32 v97, 16, v9",1700,6800,
0x7f4ced42db08,"v_lshrrev_b32_e32 v98, 16, v10",1700,6800,
0x7f4ced42db0c,"v_lshrrev_b32_e32 v99, 16, v11",1700,6800,
0x7f4ced42db10,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42db14,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42db18,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42db1c,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42db20,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42db24,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42db28,"v_perm_b32 v11, v99, v11, s44",1700,6800,
0x7f4ced42db30,"v_perm_b32 v10, v98, v10, s44",1700,6800,
0x7f4ced42db38,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42db3c,"v_perm_b32 v9, v97, v9, s44",1700,6800,
0x7f4ced42db44,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42db48,"v_perm_b32 v8, v96, v8, s44",1700,6800,
0x7f4ced42db50,"scratch_store_dwordx4 off, v[8:11], s39 offset:816",1700,6800,
0x7f4ced42db58,s_nop 1,1700,6800,
0x7f4ced42db5c,"v_add_lshl_u32 v8, v120, v103, 1",1700,6800,
0x7f4ced42db64,"buffer_load_dwordx4 v[8:11], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42db6c,s_waitcnt vmcnt(0),1700,759932,
0x7f4ced42db70,"v_lshrrev_b32_e32 v96, 16, v8",1700,6800,
0x7f4ced42db74,"v_lshrrev_b32_e32 v97, 16, v9",1700,6800,
0x7f4ced42db78,"v_lshrrev_b32_e32 v98, 16, v10",1700,6800,
0x7f4ced42db7c,"v_lshrrev_b32_e32 v99, 16, v11",1700,6800,
0x7f4ced42db80,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42db84,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42db88,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42db8c,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42db90,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42db94,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42db98,"v_perm_b32 v11, v99, v11, s44",1700,6800,
0x7f4ced42dba0,"v_perm_b32 v10, v98, v10, s44",1700,6800,
0x7f4ced42dba8,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42dbac,"v_perm_b32 v9, v97, v9, s44",1700,6800,
0x7f4ced42dbb4,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42dbb8,"v_perm_b32 v8, v96, v8, s44",1700,6800,
0x7f4ced42dbc0,"scratch_store_dwordx4 off, v[8:11], s39 offset:800",1700,6800,
0x7f4ced42dbc8,s_nop 1,1700,6800,
0x7f4ced42dbcc,"v_add_lshl_u32 v8, v120, v102, 1",1700,6800,
0x7f4ced42dbd4,"buffer_load_dwordx4 v[8:11], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42dbdc,s_waitcnt vmcnt(0),1700,1119776,
0x7f4ced42dbe0,"v_lshrrev_b32_e32 v96, 16, v8",1700,6800,
0x7f4ced42dbe4,"v_lshrrev_b32_e32 v97, 16, v9",1700,6800,
0x7f4ced42dbe8,"v_lshrrev_b32_e32 v98, 16, v10",1700,6800,
0x7f4ced42dbec,"v_lshrrev_b32_e32 v99, 16, v11",1700,6800,
0x7f4ced42dbf0,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42dbf4,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42dbf8,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42dbfc,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42dc00,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42dc04,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42dc08,"v_perm_b32 v11, v99, v11, s44",1700,6800,
0x7f4ced42dc10,"v_perm_b32 v10, v98, v10, s44",1700,6800,
0x7f4ced42dc18,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42dc1c,"v_perm_b32 v9, v97, v9, s44",1700,6800,
0x7f4ced42dc24,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42dc28,"v_perm_b32 v8, v96, v8, s44",1700,6800,
0x7f4ced42dc30,"scratch_store_dwordx4 off, v[8:11], s39 offset:784",1700,6800,
0x7f4ced42dc38,s_nop 1,1700,6800,
0x7f4ced42dc3c,"v_add_lshl_u32 v8, v120, v20, 1",1700,6800,
0x7f4ced42dc44,"buffer_load_dwordx4 v[8:11], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42dc4c,s_waitcnt vmcnt(0),1700,701788,
0x7f4ced42dc50,"v_lshrrev_b32_e32 v96, 16, v8",1700,6800,
0x7f4ced42dc54,"v_lshrrev_b32_e32 v97, 16, v9",1700,6800,
0x7f4ced42dc58,"v_lshrrev_b32_e32 v98, 16, v10",1700,6800,
0x7f4ced42dc5c,"v_lshrrev_b32_e32 v99, 16, v11",1700,6800,
0x7f4ced42dc60,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42dc64,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42dc68,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42dc6c,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42dc70,"v_cndmask_b32_e32 v98, 0, v98, vcc",1700,6800,
0x7f4ced42dc74,"v_cndmask_b32_e32 v99, 0, v99, vcc",1700,6800,
0x7f4ced42dc78,"v_perm_b32 v11, v99, v11, s44",1700,6800,
0x7f4ced42dc80,"v_perm_b32 v10, v98, v10, s44",1700,6800,
0x7f4ced42dc88,"v_cndmask_b32_e32 v97, 0, v97, vcc",1700,6800,
0x7f4ced42dc8c,"v_perm_b32 v9, v97, v9, s44",1700,6800,
0x7f4ced42dc94,"v_cndmask_b32_e32 v96, 0, v96, vcc",1700,6800,
0x7f4ced42dc98,"v_perm_b32 v8, v96, v8, s44",1700,6800,
0x7f4ced42dca0,"scratch_store_dwordx4 off, v[8:11], s39 offset:768",1700,6800,
0x7f4ced42dca8,"scratch_load_dwordx4 v[8:11], off, s38 offset:768",1700,6800,
0x7f4ced42dcb0,s_waitcnt vmcnt(0),1700,964432,
0x7f4ced42dcb4,"v_mfma_f32_16x16x16_f16 v[0:3], v[22:23], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dcbc,"v_mfma_f32_16x16x16_f16 v[0:3], v[24:25], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dcc4,"scratch_load_dwordx4 v[8:11], off, s38 offset:784",1700,6800,
0x7f4ced42dccc,s_waitcnt vmcnt(0),1700,781480,
0x7f4ced42dcd0,"v_mfma_f32_16x16x16_f16 v[0:3], v[26:27], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dcd8,"v_mfma_f32_16x16x16_f16 v[0:3], v[28:29], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dce0,"scratch_load_dwordx4 v[8:11], off, s38 offset:800",1700,6800,
0x7f4ced42dce8,s_waitcnt vmcnt(0),1700,765236,
0x7f4ced42dcec,"v_mfma_f32_16x16x16_f16 v[0:3], v[30:31], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dcf4,"v_mfma_f32_16x16x16_f16 v[0:3], v[32:33], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dcfc,"scratch_load_dwordx4 v[8:11], off, s38 offset:816",1700,6800,
0x7f4ced42dd04,s_waitcnt vmcnt(0),1700,743712,
0x7f4ced42dd08,"v_mfma_f32_16x16x16_f16 v[0:3], v[34:35], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dd10,"v_mfma_f32_16x16x16_f16 v[0:3], v[36:37], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dd18,"scratch_load_dwordx4 v[8:11], off, s38 offset:832",1700,6800,
0x7f4ced42dd20,s_waitcnt vmcnt(0),1700,753464,
0x7f4ced42dd24,"v_mfma_f32_16x16x16_f16 v[0:3], v[38:39], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dd2c,"v_mfma_f32_16x16x16_f16 v[0:3], v[40:41], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dd34,"scratch_load_dwordx4 v[8:11], off, s38 offset:848",1700,6800,
0x7f4ced42dd3c,s_waitcnt vmcnt(0),1700,746580,
0x7f4ced42dd40,"v_mfma_f32_16x16x16_f16 v[0:3], v[42:43], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dd48,"v_mfma_f32_16x16x16_f16 v[0:3], v[44:45], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dd50,"scratch_load_dwordx4 v[8:11], off, s38 offset:864",1700,6800,
0x7f4ced42dd58,s_waitcnt vmcnt(0),1700,752108,
0x7f4ced42dd5c,"v_mfma_f32_16x16x16_f16 v[0:3], v[124:125], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dd64,"v_mfma_f32_16x16x16_f16 v[0:3], v[46:47], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dd6c,"scratch_load_dwordx4 v[8:11], off, s38 offset:880",1700,6800,
0x7f4ced42dd74,s_waitcnt vmcnt(0),1700,746240,
0x7f4ced42dd78,"v_mfma_f32_16x16x16_f16 v[0:3], v[48:49], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dd80,"v_mfma_f32_16x16x16_f16 v[0:3], v[50:51], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dd88,"scratch_load_dwordx4 v[8:11], off, s38 offset:896",1700,6800,
0x7f4ced42dd90,s_waitcnt vmcnt(0),1700,740864,
0x7f4ced42dd94,"v_mfma_f32_16x16x16_f16 v[0:3], v[52:53], v[8:9], v[0:3]",1700,6800,
0x7f4ced42dd9c,"v_mfma_f32_16x16x16_f16 v[0:3], v[54:55], v[10:11], v[0:3]",1700,23800,
0x7f4ced42dda4,"scratch_load_dwordx4 v[8:11], off, s38 offset:912",1700,6800,
0x7f4ced42ddac,s_waitcnt vmcnt(0),1700,729784,
0x7f4ced42ddb0,"v_mfma_f32_16x16x16_f16 v[0:3], v[56:57], v[8:9], v[0:3]",1700,6800,
0x7f4ced42ddb8,"v_mfma_f32_16x16x16_f16 v[0:3], v[58:59], v[10:11], v[0:3]",1700,23800,
0x7f4ced42ddc0,"scratch_load_dword v20, off, off offset:2348",1700,6964,
0x7f4ced42ddc8,s_waitcnt vmcnt(0),1700,696076,
0x7f4ced42ddcc,"v_add_lshl_u32 v8, v114, v20, 1",1700,6800,
0x7f4ced42ddd4,"buffer_load_dwordx2 v[8:9], v8, s[40:43], 0 offen",1700,6928,
0x7f4ced42dddc,s_waitcnt vmcnt(0),1700,931148,
0x7f4ced42dde0,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42dde4,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42dde8,"scratch_load_dword v21, off, off offset:2352",1700,6808,
0x7f4ced42ddf0,s_waitcnt vmcnt(0),1700,573280,
0x7f4ced42ddf4,"v_add_lshl_u32 v10, v114, v21, 1",1700,6800,
0x7f4ced42ddfc,"buffer_load_dwordx2 v[10:11], v10, s[40:43], 0 offen",1700,6816,
0x7f4ced42de04,s_waitcnt vmcnt(0),1700,449836,
0x7f4ced42de08,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42de0c,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42de10,"scratch_load_dwordx4 v[96:99], off, s38 offset:928",1700,6800,
0x7f4ced42de18,s_waitcnt vmcnt(0),1700,755156,
0x7f4ced42de1c,"v_mfma_f32_16x16x16_f16 v[0:3], v[60:61], v[96:97], v[0:3]",1700,6800,
0x7f4ced42de24,"s_lshl_b32 s0, s45, 7",1700,7620,
0x7f4ced42de28,"s_add_i32 s1, s0, 0x810",1700,7620,
0x7f4ced42de30,"scratch_store_dwordx4 off, v[8:11], s1",1700,6800,
0x7f4ced42de38,"v_mfma_f32_16x16x16_f16 v[0:3], v[62:63], v[98:99], v[0:3]",1700,6800,
0x7f4ced42de40,"s_lshl_b32 s0, s36, 7",1700,7620,
0x7f4ced42de44,"s_addk_i32 s0, 0x810",1700,7620,
0x7f4ced42de48,"scratch_load_dwordx4 v[8:11], off, s0",1700,6800,
0x7f4ced42de50,"scratch_load_dword v8, off, s0",1700,6800,
0x7f4ced42de58,s_waitcnt vmcnt(0),1700,920232,
0x7f4ced42de5c,"v_mfma_f32_16x16x16_f16 v[12:15], v[94:95], v[8:9], v[12:15]",1700,6800,
0x7f4ced42de64,"v_mfma_f32_16x16x16_f16 v[8:11], v[92:93], v[10:11], v[12:15]",1700,23800,
0x7f4ced42de6c,s_nop 5,1700,37400,
0x7f4ced42de70,"scratch_load_dwordx4 v[12:15], off, s38 offset:944",1700,6800,
0x7f4ced42de78,s_waitcnt vmcnt(0),1700,737824,
0x7f4ced42de7c,"v_mfma_f32_16x16x16_f16 v[0:3], v[68:69], v[12:13], v[0:3]",1700,6800,
0x7f4ced42de84,"v_mfma_f32_16x16x16_f16 v[0:3], v[70:71], v[14:15], v[0:3]",1700,23800,
0x7f4ced42de8c,"scratch_load_dwordx4 v[12:15], off, s38 offset:960",1700,6800,
0x7f4ced42de94,s_waitcnt vmcnt(0),1700,758540,
0x7f4ced42de98,"v_mfma_f32_16x16x16_f16 v[0:3], v[72:73], v[12:13], v[0:3]",1700,6800,
0x7f4ced42dea0,"v_mfma_f32_16x16x16_f16 v[0:3], v[74:75], v[14:15], v[0:3]",1700,23800,
0x7f4ced42dea8,"scratch_load_dwordx4 v[12:15], off, s38 offset:976",1700,6800,
0x7f4ced42deb0,s_waitcnt vmcnt(0),1700,783980,
0x7f4ced42deb4,"v_mfma_f32_16x16x16_f16 v[0:3], v[76:77], v[12:13], v[0:3]",1700,6800,
0x7f4ced42debc,"v_mfma_f32_16x16x16_f16 v[0:3], v[78:79], v[14:15], v[0:3]",1700,23800,
0x7f4ced42dec4,"scratch_load_dwordx4 v[12:15], off, s38 offset:992",1700,6812,
0x7f4ced42decc,s_waitcnt vmcnt(0),1700,783816,
0x7f4ced42ded0,"v_mfma_f32_16x16x16_f16 v[0:3], v[80:81], v[12:13], v[0:3]",1700,6800,
0x7f4ced42ded8,"v_mfma_f32_16x16x16_f16 v[0:3], v[82:83], v[14:15], v[0:3]",1700,23800,
0x7f4ced42dee0,"scratch_load_dword v22, off, off offset:2356",1700,7236,
0x7f4ced42dee8,s_waitcnt vmcnt(0),1700,592872,
0x7f4ced42deec,"v_add_lshl_u32 v12, v114, v22, 1",1700,6800,
0x7f4ced42def4,"buffer_load_dwordx2 v[12:13], v12, s[40:43], 0 offen",1700,6892,
0x7f4ced42defc,s_waitcnt vmcnt(0),1700,515948,
0x7f4ced42df00,"v_cndmask_b32_e32 v12, 0, v12, vcc",1700,6800,
0x7f4ced42df04,"v_cndmask_b32_e32 v13, 0, v13, vcc",1700,6800,
0x7f4ced42df08,"scratch_load_dword v23, off, off offset:2360",1700,6800,
0x7f4ced42df10,s_waitcnt vmcnt(0),1700,607588,
0x7f4ced42df14,"v_add_lshl_u32 v14, v114, v23, 1",1700,6800,
0x7f4ced42df1c,"scratch_load_dwordx4 v[96:99], off, s38 offset:1008",1700,7020,
0x7f4ced42df24,s_waitcnt vmcnt(0),1700,809160,
0x7f4ced42df28,"v_mfma_f32_16x16x16_f16 v[0:3], v[84:85], v[96:97], v[0:3]",1700,6800,
0x7f4ced42df30,"buffer_load_dwordx2 v[14:15], v14, s[40:43], 0 offen",1700,6800,
0x7f4ced42df38,s_waitcnt vmcnt(0),1700,575484,
0x7f4ced42df3c,"v_cndmask_b32_e32 v14, 0, v14, vcc",1700,6800,
0x7f4ced42df40,"v_cndmask_b32_e32 v15, 0, v15, vcc",1700,6800,
0x7f4ced42df44,"scratch_store_dwordx4 off, v[12:15], s1 offset:16",1700,6800,
0x7f4ced42df4c,"v_mfma_f32_16x16x16_f16 v[0:3], v[86:87], v[98:99], v[0:3]",1700,6800,
0x7f4ced42df54,s_nop 0,1700,6800,
0x7f4ced42df58,"v_add_lshl_u32 v12, v118, v23, 1",1700,17000,
0x7f4ced42df60,"buffer_load_dwordx2 v[12:13], v12, s[40:43], 0 offen",1700,6800,
0x7f4ced42df68,s_waitcnt vmcnt(0),1700,1130692,
0x7f4ced42df6c,"v_cndmask_b32_e32 v12, 0, v12, vcc",1700,6800,
0x7f4ced42df70,"v_cndmask_b32_e32 v13, 0, v13, vcc",1700,6800,
0x7f4ced42df74,"scratch_load_dwordx4 v[96:99], off, s0 offset:16",1700,6800,
0x7f4ced42df7c,"scratch_load_dword v96, off, s0 offset:16",1700,6800,
0x7f4ced42df84,s_waitcnt vmcnt(0),1700,758204,
0x7f4ced42df88,"v_mfma_f32_16x16x16_f16 v[100:103], v[90:91], v[96:97], v[8:11]",1700,6800,
0x7f4ced42df90,s_nop 2,1700,13600,
0x7f4ced42df94,"v_add_lshl_u32 v8, v118, v22, 1",1700,6800,
0x7f4ced42df9c,"buffer_load_dwordx2 v[8:9], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42dfa4,s_waitcnt vmcnt(0),1700,463720,
0x7f4ced42dfa8,"v_cndmask_b32_e32 v10, 0, v8, vcc",1700,6800,
0x7f4ced42dfac,"v_cndmask_b32_e32 v11, 0, v9, vcc",1700,6800,
0x7f4ced42dfb0,"scratch_store_dwordx4 off, v[10:13], s1 offset:48",1700,6800,
0x7f4ced42dfb8,s_nop 1,1700,6800,
0x7f4ced42dfbc,"v_mfma_f32_16x16x16_f16 v[12:15], v[88:89], v[98:99], v[100:103]",1700,6800,
0x7f4ced42dfc4,"v_add_lshl_u32 v8, v118, v21, 1",1700,23800,
0x7f4ced42dfcc,"buffer_load_dwordx2 v[8:9], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42dfd4,s_waitcnt vmcnt(0),1700,661696,
0x7f4ced42dfd8,"v_cndmask_b32_e32 v10, 0, v8, vcc",1700,6800,
0x7f4ced42dfdc,"v_cndmask_b32_e32 v11, 0, v9, vcc",1700,6800,
0x7f4ced42dfe0,"v_add_lshl_u32 v8, v118, v20, 1",1700,6800,
0x7f4ced42dfe8,"buffer_load_dwordx2 v[8:9], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42dff0,s_waitcnt vmcnt(0),1700,517644,
0x7f4ced42dff4,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42dff8,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42dffc,"scratch_store_dwordx4 off, v[8:11], s1 offset:32",1700,6800,
0x7f4ced42e004,"scratch_load_dwordx4 v[8:11], off, s0 offset:32",1700,6800,
0x7f4ced42e00c,s_nop 0,1700,6800,
0x7f4ced42e010,"scratch_load_dword v8, off, s0 offset:32",1700,6800,
0x7f4ced42e018,s_waitcnt vmcnt(0),1700,1010984,
0x7f4ced42e01c,"v_mfma_f32_16x16x16_f16 v[4:7], v[94:95], v[8:9], v[4:7]",1700,6800,
0x7f4ced42e024,"v_mfma_f32_16x16x16_f16 v[4:7], v[92:93], v[10:11], v[4:7]",1700,23800,
0x7f4ced42e02c,"v_add_lshl_u32 v8, v119, v20, 1",1700,23800,
0x7f4ced42e034,"buffer_load_dwordx2 v[8:9], v8, s[40:43], 0 offen",1700,6800,
0x7f4ced42e03c,s_waitcnt vmcnt(0),1700,990752,
0x7f4ced42e040,"v_cndmask_b32_e32 v8, 0, v8, vcc",1700,6800,
0x7f4ced42e044,"v_cndmask_b32_e32 v9, 0, v9, vcc",1700,6800,
0x7f4ced42e048,"scratch_load_dwordx4 v[96:99], off, s0 offset:48",1700,6800,
0x7f4ced42e050,"scratch_load_dword v96, off, s0 offset:48",1700,6800,
0x7f4ced42e058,s_waitcnt vmcnt(0),1700,751636,
0x7f4ced42e05c,"v_mfma_f32_16x16x16_f16 v[4:7], v[90:91], v[96:97], v[4:7]",1700,6800,
0x7f4ced42e064,"v_add_lshl_u32 v10, v119, v21, 1",1700,23800,
0x7f4ced42e06c,"buffer_load_dwordx2 v[10:11], v10, s[40:43], 0 offen",1700,6800,
0x7f4ced42e074,s_waitcnt vmcnt(0),1700,460032,
0x7f4ced42e078,"v_cndmask_b32_e32 v10, 0, v10, vcc",1700,6800,
0x7f4ced42e07c,"v_cndmask_b32_e32 v11, 0, v11, vcc",1700,6800,
0x7f4ced42e080,"scratch_store_dwordx4 off, v[8:11], s1 offset:64",1700,6800,
0x7f4ced42e088,s_nop 1,1700,6800,
0x7f4ced42e08c,"v_mfma_f32_16x16x16_f16 v[8:11], v[88:89], v[98:99], v[4:7]",1700,6800,
0x7f4ced42e094,s_nop 2,1700,13600,
0x7f4ced42e098,"v_add_lshl_u32 v4, v119, v22, 1",1700,6800,
0x7f4ced42e0a0,"buffer_load_dwordx2 v[4:5], v4, s[40:43], 0 offen",1700,6800,
0x7f4ced42e0a8,s_waitcnt vmcnt(0),1700,678548,
0x7f4ced42e0ac,"v_cndmask_b32_e32 v4, 0, v4, vcc",1700,6800,
0x7f4ced42e0b0,"v_cndmask_b32_e32 v5, 0, v5, vcc",1700,6800,
0x7f4ced42e0b4,"scratch_load_dwordx4 v[96:99], off, s0 offset:64",1700,6800,
0x7f4ced42e0bc,"scratch_load_dword v96, off, s0 offset:64",1700,6800,
0x7f4ced42e0c4,"v_add_lshl_u32 v6, v119, v23, 1",1700,6800,
0x7f4ced42e0cc,s_waitcnt vmcnt(0),1700,737088,
