Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_TCIU_IDLE,CPC_CPC_STAT_STALL,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
161,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,552,441454,441454,20480,256,40448,888,128,0,96,64,0x0,0x7fc18ddc4580,42903188,112148034,8960155820,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2261167,0,2193193,2193193,2275634,0,2184492,2184492,2250341,0,2192694,2192694,2287570,0,2210135,2210135,2288203,0,2205718,2205718,2277290,0,2193523,2193523,2276402,0,2182529,2182529,2324788,0,2222032,2222032,2288258,0,2197378,2197378,2364741,0,2241787,2241787,2333742,0,2215130,2215130,2308405,0,2208781,2208781,2300233,0,2223539,2223539,2362194,0,2233051,2233051,2349176,0,2244076,2244076,2292993,0,2230405,2230405,92367289,20138629,0,92286535,24,344,3806408806129355,3806496982087860,3806496998005443,3806408869841525
162,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,553,441454,441454,262144,128,512,64,44,4,48,64,0x0,0x7fc18ddc4640,9760,67303,5381403,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2482,0,1236,1236,2482,0,1238,1238,2486,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2496,0,1236,1236,2492,0,1232,1232,2482,0,1236,1236,2482,0,1238,1238,2486,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2496,0,1236,1236,2492,0,1232,1232,240220,58483,0,213998,5667,8990,3806408806738987,3806496998005443,3806496998012603,3806408870562110
163,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,554,441454,441454,131072,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,6144,107911,8628724,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,2,0,2048,2048,0,0,2048,2048,8,0,2048,2048,4,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,12,0,2048,2048,2,0,2048,2048,0,0,2048,2048,8,0,2048,2048,4,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,12,0,2048,2048,97644,28954,0,72622,24,2072,3806408807418075,3806496998012603,3806496998019163,3806408871114197
164,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,555,441454,441454,512,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,8,41,3228,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,4,0,8,8,4,0,8,8,4,0,8,8,1,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,7,0,8,8,4,0,8,8,4,0,8,8,5,0,8,8,1,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,8,0,8,8,63539,22317,0,41350,0,8,3806408808075438,3806496998019163,3806496998024683,3806408871669940
165,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,556,441454,441454,1024,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,16,75,6092,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,8,0,12,12,8,0,12,12,8,0,12,12,2,0,12,12,0,0,12,12,2,0,12,12,10,0,12,12,12,0,12,12,8,0,12,12,8,0,12,12,9,0,12,12,2,0,12,12,0,0,16,16,2,0,16,16,10,0,16,16,13,0,16,16,65140,23246,0,40539,0,16,3806408808706823,3806496998024683,3806496998030363,3806408872209497
166,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,557,441454,441454,425984,256,0,0,12,4,32,64,0x0,0x7fc18e3ab900,6656,82883,6626288,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,8,0,6656,6656,10,0,6656,6656,0,0,6656,6656,2,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,8,0,6656,6656,8,0,6656,6656,10,0,6656,6656,0,0,6656,6656,2,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,138081,27098,0,111904,13677,9822,3806408809324394,3806496998030363,3806496998042123,3806408872758306
167,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,558,441454,441454,20480,256,40448,888,128,0,96,64,0x0,0x7fc18ddc4580,42903188,112237173,8967311808,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2263414,0,2190348,2190348,2279140,0,2184639,2184639,2250620,0,2191394,2191394,2293522,0,2212333,2212333,2297407,0,2209135,2209135,2282949,0,2194801,2194801,2279877,0,2184258,2184258,2332620,0,2224801,2224801,2294604,0,2198973,2198973,2370827,0,2242226,2242226,2335449,0,2213690,2213690,2310969,0,2208765,2208765,2300557,0,2224812,2224812,2367760,0,2236567,2236567,2349875,0,2245377,2245377,2298410,0,2233276,2233276,92271393,20121306,0,92189586,24,344,3806408809962000,3806496998042123,3806497014080026,3806408889397881
168,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,559,441454,441454,262144,128,512,64,44,4,48,64,0x0,0x7fc18ddc4640,9760,67467,5391030,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2484,0,1236,1236,2484,0,1238,1238,2486,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2492,0,1232,1232,2484,0,1236,1236,2484,0,1238,1238,2487,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2493,0,1232,1232,236190,56980,0,210422,5671,8909,3806408810604619,3806497014080026,3806497014086866,3806408890114695
169,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,560,441454,441454,131072,256,0,0,12,4,32,64,0x7fc18f7fed80,0x7fc18e3ac2c0,6144,106533,8522476,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,0,0,2048,2048,0,0,2048,2048,8,0,2048,2048,6,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,12,0,2048,2048,0,0,2048,2048,0,0,2048,2048,9,0,2048,2048,6,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,13,0,2048,2048,97241,30886,0,70403,24,2072,3806408830337847,3806497045739032,3806497045743672,3806408890665018
170,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,561,441454,441454,512,256,0,0,12,4,32,64,0x7fc18f7fed00,0x7fc18e3ab900,8,79,6416,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,4,0,8,8,4,0,8,8,5,0,8,8,0,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,8,0,8,8,4,0,8,8,4,0,8,8,5,0,8,8,0,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,8,0,8,8,81429,26776,0,56911,0,8,3806408831171133,3806497045773952,3806497045775552,3806408891215493
171,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,562,441454,441454,1024,256,0,0,12,4,32,64,0x7fc18f7fec80,0x7fc18e3ab900,16,145,11932,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,8,0,12,12,8,0,12,12,10,0,12,12,0,0,12,12,0,0,16,16,2,0,16,16,10,0,16,16,14,0,16,16,8,0,12,12,8,0,12,12,10,0,12,12,0,0,12,12,0,0,12,12,2,0,12,12,10,0,12,12,14,0,12,12,91542,29329,0,66744,0,16,3806408832197664,3806497045791472,3806497045793192,3806408891771731
172,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,563,441454,441454,425984,256,0,0,12,4,32,64,0x7fc18f7fec00,0x7fc18e3ab900,6656,80560,6447132,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,8,0,6656,6656,8,0,6656,6656,0,0,6656,6656,4,0,6656,6656,4,0,6656,6656,10,0,6656,6656,12,0,6656,6656,8,0,6656,6656,8,0,6656,6656,9,0,6656,6656,0,0,6656,6656,4,0,6656,6656,4,0,6656,6656,10,0,6656,6656,13,0,6656,6656,117522,24281,0,90946,13377,9779,3806408832975803,3806497045810392,3806497045819632,3806408892318223
173,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,564,441454,441454,20480,256,40448,888,128,0,96,64,0x7fc18f7feb80,0x7fc18ddc4580,42903188,112139019,8959236897,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2263813,0,2191651,2191651,2275837,0,2185898,2185898,2249642,0,2193548,2193548,2293166,0,2214917,2214917,2292967,0,2209209,2209209,2277016,0,2194564,2194564,2276004,0,2185296,2185296,2329283,0,2223507,2223507,2295631,0,2203170,2203170,2370320,0,2245955,2245955,2338151,0,2217063,2217063,2312663,0,2209917,2209917,2305089,0,2226039,2226039,2365831,0,2236480,2236480,2350697,0,2243943,2243943,2298609,0,2234249,2234249,92222512,20101887,0,92141386,24,344,3806408833864874,3806497045824040,3806497061735102,3806408908983673
174,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,565,441454,441454,262144,128,512,64,44,4,48,64,0x7fc18f7feb00,0x7fc18ddc4640,9760,65480,5238013,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2482,0,1236,1236,2478,0,1238,1238,2488,0,1234,1234,2494,0,1234,1234,2488,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2496,0,1232,1232,2482,0,1236,1236,2478,0,1238,1238,2488,0,1234,1234,2494,0,1234,1234,2488,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2496,0,1232,1232,487864,112787,0,463196,5719,8828,3806408834583588,3806497061735102,3806497061742462,3806408909695596
175,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,566,441454,441454,131072,256,0,0,12,4,32,64,0x7fc18f7fea80,0x7fc18e3ac2c0,6144,104857,8385384,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,0,0,2048,2048,0,0,2048,2048,8,0,2048,2048,4,0,2048,2048,13,0,2048,2048,18,0,2048,2048,4,0,2048,2048,12,0,2048,2048,0,0,2048,2048,0,0,2048,2048,8,0,2048,2048,4,0,2048,2048,13,0,2048,2048,18,0,2048,2048,4,0,2048,2048,12,0,2048,2048,113442,30706,0,88391,24,2072,3806408835307677,3806497061742462,3806497061749182,3806408910255394
176,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,567,441454,441454,512,256,0,0,12,4,32,64,0x7fc18f7fea00,0x7fc18e3ab900,8,84,6760,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,4,0,8,8,4,0,8,8,4,0,8,8,0,0,8,8,0,0,8,8,2,0,8,8,6,0,8,8,8,0,8,8,4,0,8,8,4,0,8,8,5,0,8,8,0,0,8,8,0,0,8,8,2,0,8,8,6,0,8,8,9,0,8,8,66996,23173,0,44807,0,8,3806408835986881,3806497061749182,3806497061754702,3806408910811586
177,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,568,441454,441454,1024,256,0,0,12,4,32,64,0x7fc18f7fe980,0x7fc18e3ab900,16,156,12372,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,8,0,12,12,8,0,12,12,8,0,12,12,0,0,12,12,0,0,12,12,4,0,12,12,10,0,12,12,14,0,12,12,8,0,12,12,8,0,12,12,9,0,12,12,0,0,12,12,0,0,16,16,4,0,16,16,10,0,16,16,15,0,16,16,81252,27135,0,55264,0,16,3806408836632770,3806497061754702,3806497061760262,3806408911352514
178,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,569,441454,441454,425984,256,0,0,12,4,32,64,0x7fc18f7fe900,0x7fc18e3ab900,6656,82276,6581692,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,8,0,6656,6656,8,0,6656,6656,0,0,6656,6656,4,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,8,0,6656,6656,8,0,6656,6656,8,0,6656,6656,0,0,6656,6656,4,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,124172,25459,0,98038,13502,9645,3806408837277860,3806497061760262,3806497061770342,3806408911913342
179,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,570,441454,441454,20480,256,40448,888,128,0,96,64,0x7fc18f7fe880,0x7fc18ddc4580,42903188,112300476,8973377657,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2266581,0,2197450,2197450,2283397,0,2190185,2190185,2255534,0,2197408,2197408,2295625,0,2216673,2216673,2298519,0,2210347,2210347,2284605,0,2197993,2197993,2280592,0,2186658,2186658,2332925,0,2226397,2226397,2298454,0,2203695,2203695,2373285,0,2247296,2247296,2339222,0,2218712,2218712,2317265,0,2213997,2213997,2303333,0,2227730,2227730,2366568,0,2238231,2238231,2349614,0,2246287,2246287,2299852,0,2235262,2235262,92440263,20146162,0,92358006,24,344,3806408837931358,3806497061770342,3806497077637204,3806408928600979
180,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,571,441454,441454,262144,128,512,64,44,4,48,64,0x7fc18f7fe800,0x7fc18ddc4640,9760,62573,5003114,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2482,0,1236,1236,2480,0,1238,1238,2486,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2494,0,1236,1236,2496,0,1232,1232,2482,0,1236,1236,2480,0,1238,1238,2487,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2494,0,1236,1236,2497,0,1232,1232,301898,71611,0,276129,5929,9185,3806408838565114,3806497077637204,3806497077644444,3806408929322023
181,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,572,441454,441454,131072,256,0,0,12,4,32,64,0x7fc18f7fe780,0x7fc18e3ac2c0,6144,106423,8506792,18432,0,0,0,0,0.0,0.0,0.0,6144.0,393216.0,393216.0,0.0,393216.0,0,0,2048,2048,2,0,2048,2048,8,0,2048,2048,4,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,12,0,2048,2048,0,0,2048,2048,2,0,2048,2048,9,0,2048,2048,4,0,2048,2048,10,0,2048,2048,18,0,2048,2048,2,0,2048,2048,13,0,2048,2048,90582,28223,0,65074,24,2072,3806408839246555,3806497077644444,3806497077650804,3806408929862491
182,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,573,441454,441454,512,256,0,0,12,4,32,64,0x7fc18f7fe700,0x7fc18e3ab900,8,39,3204,40,0,0,0,0,0.0,0.0,0.0,8.0,512.0,512.0,0.0,512.0,5,0,8,8,4,0,8,8,4,0,8,8,0,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,7,0,8,8,5,0,8,8,4,0,8,8,4,0,8,8,0,0,8,8,0,0,8,8,1,0,8,8,6,0,8,8,7,0,8,8,77086,25082,0,51235,0,8,3806408839925282,3806497077650804,3806497077656404,3806408930428971
183,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,574,441454,441454,1024,256,0,0,12,4,32,64,0x7fc18f7fe680,0x7fc18e3ab900,16,74,5988,112,0,0,0,0,0.0,0.0,0.0,16.0,832.0,832.0,0.0,832.0,10,0,12,12,9,0,12,12,8,0,12,12,0,0,12,12,1,0,16,16,2,0,16,16,10,0,16,16,12,0,16,16,10,0,12,12,10,0,12,12,8,0,12,12,0,0,12,12,2,0,12,12,2,0,12,12,10,0,12,12,12,0,12,12,92128,29489,0,84381,0,16,3806408840581164,3806497077656404,3806497077662124,3806408930983524
184,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,575,441454,441454,425984,256,0,0,12,4,32,64,0x7fc18f7fe600,0x7fc18e3ab900,6656,82451,6594884,33280,0,0,0,0,0.0,0.0,0.0,6656.0,425984.0,425984.0,0.0,425984.0,8,0,6656,6656,9,0,6656,6656,8,0,6656,6656,2,0,6656,6656,3,0,6656,6656,2,0,6656,6656,10,0,6656,6656,12,0,6656,6656,8,0,6656,6656,10,0,6656,6656,9,0,6656,6656,2,0,6656,6656,4,0,6656,6656,2,0,6656,6656,10,0,6656,6656,13,0,6656,6656,146364,28302,0,139255,15818,9803,3806408841219705,3806497077662124,3806497077675124,3806408931543080
185,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,576,441454,441454,20480,256,40448,888,128,0,96,64,0x7fc18f7fe580,0x7fc18ddc4580,42903188,112088094,8955768734,67144648,0,0,0,0,0.0,20370000.0,0.0,4151652.0,2774769088.0,2774769088.0,2074657216.0,700111872.0,2253362,0,2186341,2186341,2269328,0,2179534,2179534,2243688,0,2186740,2186740,2281946,0,2206579,2206579,2281610,0,2202106,2202106,2271136,0,2189969,2189969,2271225,0,2180657,2180657,2318917,0,2220022,2220022,2282072,0,2194074,2194074,2356111,0,2238261,2238261,2326879,0,2210092,2210092,2299367,0,2202319,2202319,2294308,0,2222897,2222897,2355982,0,2231673,2231673,2341734,0,2241312,2241312,2286386,0,2227923,2227923,92305835,20129937,0,92242714,24,344,3806408841863361,3806497077675124,3806497093644546,3806408948294593
186,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,577,441454,441454,262144,128,512,64,44,4,48,64,0x7fc18f7fe500,0x7fc18ddc4640,9760,66938,5357122,237856,0,0,0,0,0.0,117248.0,0.0,3648.0,522496.0,522496.0,347392.0,175104.0,2482,0,1236,1236,2483,0,1238,1238,2490,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2492,0,1232,1232,2482,0,1236,1236,2484,0,1238,1238,2490,0,1234,1234,2494,0,1234,1234,2486,0,1232,1232,2484,0,1238,1238,2492,0,1236,1236,2492,0,1232,1232,945942,214917,0,938489,5394,8520,3806408842503874,3806497093644546,3806497093651426,3806408949026012
